Date,Value
2022-03-23,-0.10818166337777
2022-03-22,-0.31569571384665
2022-03-21,3.9676292543051
2022-03-20,-0.41975094372324
2022-03-19,-0.62809883571248
2022-03-18,-0.11486722374047
2022-03-17,0.43325784186125
2022-03-16,0.24802480031983
2022-03-15,0.1212911956802
2022-03-14,1.178881960193
2022-03-13,0.019097599732288
2022-03-12,-0.73043597925612
2022-03-11,0.10066498311853
2022-03-10,-0.18505190906375
2022-03-09,0.48307411438894
2022-03-08,-0.15129135157558
2022-03-07,2.8146172510881
2022-03-06,-0.24155009966802
2022-03-05,-0.7025806963911
2022-03-04,0.30865772323826
2022-03-03,-0.14264551395693
2022-03-02,-0.2162372838261
2022-03-01,0.059189801201517
2022-02-28,2.1290434574244
2022-02-27,-0.22112258850299
2022-02-26,-0.55410315093327
2022-02-25,-0.20586145981068
2022-02-24,1.1902997483442
2022-02-23,-0.16650578250277
2022-02-22,-0.098846508823576
2022-02-21,1.7633367858131
2022-02-20,-0.063068680089393
2022-02-19,-0.59982725465519
2022-02-18,0.15691587279863
2022-02-17,0.012521951882414
2022-02-16,-0.36741441510353
2022-02-15,0.54326301745871
2022-02-14,1.770517288933
2022-02-13,-0.39944024397466
2022-02-12,-0.63816388207526
2022-02-11,0.20197500794213
2022-02-10,0.4571479540091
2022-02-09,-0.37125599739463
2022-02-08,0.077175130365066
2022-02-07,1.8960420673464
2022-02-06,-0.44898706224911
2022-02-05,-0.24902167982758
2022-02-04,-0.0030448735241822
2022-02-03,0.42088835933008
2022-02-02,-0.65258778994046
2022-02-01,0.61194724582934
2022-01-31,-0.23522510788475
2022-01-30,0.3439414760902
2022-01-29,0.13008968515152
2022-01-28,-0.23912360246389
2022-01-27,0.17557512492438
2022-01-26,-0.042250802978357
2022-01-25,-0.34959726356673
2022-01-24,1.7765238916027
2022-01-23,-0.50805465312219
2022-01-22,-0.37061878081703
2022-01-21,1.0207933830008
2022-01-20,-0.22370224645637
2022-01-19,0.80755571294787
2022-01-18,-0.015372177043453
2022-01-17,1.9868205388199
2022-01-16,-0.21586697911633
2022-01-15,-0.62206408686319
2022-01-14,0.008578636125406
2022-01-13,-0.041648437643415
2022-01-12,-0.18677154618712
2022-01-11,0.17848204003175
2022-01-10,1.4891213147301
2022-01-09,-0.047950381757622
2022-01-08,-0.67549688434994
2022-01-07,-0.036807030460848
2022-01-06,0.53804889543558
2022-01-05,-0.33965393187523
2022-01-04,1.2382178729845
2022-01-03,0.99924916851501
2022-01-02,-0.37537175876085
2022-01-01,-0.71791718322204
2021-12-31,0.7814729733397
2021-12-30,-0.26259216551651
2021-12-29,0.43219048813116
2021-12-28,0.15866078525564
2021-12-27,1.7231614267306
2021-12-26,-0.72647783617504
2021-12-25,-0.16129702220145
2021-12-23,0.31187169012504
2021-12-22,-0.12940450615074
2021-12-20,3.359190750192
2021-12-19,-0.60207801099595
2021-12-18,-0.38823264500261
2021-12-17,0.1855359026517
2021-12-16,0.15755705720561
2021-12-15,-0.23076249682092
2021-12-14,-0.004625246512354
2021-12-13,2.865574688172
2021-12-12,-0.73264499328752
2021-12-10,-0.37118181243249
2021-12-09,0.27563524331943
2021-12-08,-0.081142780220376
2021-12-07,-0.15748428630499
2021-12-06,1.223848991756
2021-12-05,-0.55246223890202
2021-12-04,0.44507584483862
2021-12-03,-0.20455856360476
2021-12-02,-0.099416314983908
2021-12-01,0.43401452918905
2021-11-30,-0.19837150093055
2021-11-29,2.813077225408
2021-11-28,-0.24092796689007
2021-11-27,-0.78443918975007
2021-11-26,0.35905258922801
2021-11-25,0.53642378456194
2021-11-24,-0.072374589144867
2021-11-23,-0.11699288711031
2021-11-22,1.8053339121044
2021-11-21,-0.11268535223648
2021-11-20,-0.5333816618282
2021-11-19,-0.39004976693054
2021-11-18,0.38310642055219
2021-11-17,-0.27481119353143
2021-11-16,0.96574277949223
2021-11-15,1.5883997645361
2021-11-14,-0.20729341130174
2021-11-13,-0.56443340947186
2021-11-12,0.22135258217019
2021-11-11,-0.20010099721704
2021-11-10,-0.20108548974749
2021-11-09,0.053889518436354
2021-11-08,2.0233650330236
2021-11-07,-0.12667175019172
2021-11-06,-0.56758135732732
2021-11-05,0.34188414971437
2021-11-04,-0.38322013708138
2021-11-03,-0.06643453897083
2021-11-02,0.14793230345483
2021-11-01,1.3443096129667
2021-10-31,0.026449308048889
2021-10-30,-0.66726785891093
2021-10-29,0.30515436886775
2021-10-28,0.090996443472134
2021-10-27,0.3325650769641
2021-10-26,-0.1364898777973
2021-10-25,0.6798025221592
2021-10-24,0.18594279805057
2021-10-23,-0.59549504361713
2021-10-22,-0.30947299713602
2021-10-21,0.27569037637425
2021-10-20,0.038244777021981
2021-10-19,0.15794982573836
2021-10-18,1.4820210349519
2021-10-17,-0.35927017195815
2021-10-16,-0.50862639679943
2021-10-15,0.31824362771285
2021-10-14,0.14596082314494
2021-10-13,-0.20486240696674
2021-10-12,0.24098723528864
2021-10-11,1.1269351685044
2021-10-10,-0.055553750439504
2021-10-09,-0.60479919609501
2021-10-08,-0.12278238648131
2021-10-07,0.092119486629679
2021-10-06,0.10211036068259
2021-10-05,0.048552264101624
2021-10-04,1.4763527631575
2021-10-03,-0.48516989254763
2021-10-02,-0.11268486504783
2021-10-01,-0.1275698307022
2021-09-30,0.44430657182144
2021-09-29,-0.1810660209276
2021-09-28,0.085934794794515
2021-09-27,0.32751704240803
2021-09-26,0.73758467276534
2021-09-25,-0.67503159681902
2021-09-24,0.32954132931996
2021-09-23,-0.036389251199351
2021-09-22,-0.059202542081316
