Date,Value
2022-03-23,-0.077937640561794
2022-03-22,-0.19687146871738
2022-03-21,0.8024173906597
2022-03-20,-0.31222035095354
2022-03-19,0.075437846042643
2022-03-18,-0.17790854844801
2022-03-17,-0.016151358170972
2022-03-16,0.13852294178226
2022-03-15,-0.15980300902898
2022-03-14,0.25708176890199
2022-03-13,0.018267897618683
2022-03-12,-0.17402844647606
2022-03-11,-0.15634217594248
2022-03-10,-0.35059846021318
2022-03-09,-0.15090911020306
2022-03-08,1.4721029385837
2022-03-07,0.29834953620673
2022-03-06,0.056467380849935
2022-03-05,-0.26399794054619
2022-03-04,-0.098856296754774
2022-03-03,0.086988344805665
2022-03-02,-0.27228569512835
2022-03-01,0.15399409143994
2022-02-28,0.46795784097649
2022-02-27,-0.058529604135684
2022-02-26,-0.27665367806856
2022-02-25,0.0093682263231952
2022-02-24,0.19076622375801
2022-02-23,-0.24381905463329
2022-02-22,-0.046231113231488
2022-02-21,0.46190338601974
2022-02-20,0.058453395218681
2022-02-19,-0.17818382778278
2022-02-18,0.070332176065419
2022-02-17,-0.063581883088904
2022-02-16,0.14232150033501
2022-02-15,-0.13449612477769
2022-02-14,0.20354551766894
2022-02-13,0.03200747548657
2022-02-12,-0.18694105414989
2022-02-11,-0.26855558775047
2022-02-10,-0.0056253357018875
2022-02-09,-0.54935091774468
2022-02-08,1.5336379641696
2022-02-07,0.54920728474974
2022-02-06,-0.13713841708548
2022-02-05,-0.21189393949145
2022-02-04,0.24146039411134
2022-02-03,0.081952972204839
2022-02-02,-0.14401700506972
2022-02-01,-0.0089488286810856
2022-01-31,0.04240268012842
2022-01-30,-0.035305806112072
2022-01-29,-0.079287017133145
2022-01-28,0.064110287623868
2022-01-27,-0.038229043824081
2022-01-26,-0.26872319231367
2022-01-25,-0.15898453796009
2022-01-24,0.18091767828542
2022-01-23,-0.10490025011039
2022-01-22,0.23438733879507
2022-01-21,0.46429991162016
2022-01-20,-0.062599567867702
2022-01-19,-0.13471946515514
2022-01-18,0.17059972786694
2022-01-17,-0.015788245631836
2022-01-16,-0.04285458149125
2022-01-15,0.019844351196225
2022-01-14,-0.094876668559107
2022-01-13,-0.080145723469934
2022-01-12,-0.36885879038447
2022-01-11,1.1503205229936
2022-01-10,0.29170707621561
2022-01-09,-0.059397402740046
2022-01-08,-0.22076180571997
2022-01-07,-0.047980004845118
2022-01-06,-0.068579815837467
2022-01-05,0.27845677808216
2022-01-04,-0.060684147874144
2022-01-03,0.51354479448509
2022-01-02,-0.030629086741308
2022-01-01,-0.27329237891488
2021-12-31,0.010562723375386
2021-12-30,-0.098070552165565
2021-12-29,0.067377046776086
2021-12-28,0.045846892303787
2021-12-27,0.27162585432956
2021-12-26,0.021588791247912
2021-12-25,-0.15682899212573
2021-12-24,-0.11048011237528
2021-12-23,0.0088591582794034
2021-12-22,0.17588304560615
2021-12-21,-0.086095471591372
2021-12-20,0.245949163154
2021-12-19,-0.1497315552929
2021-12-18,-0.078909911456095
2021-12-17,-0.12139745935316
2021-12-16,-0.12283951614077
2021-12-15,-0.55513010461737
2021-12-14,1.9107313026351
2021-12-13,0.35019676651467
2021-12-12,-0.1226476911147
2021-12-11,-0.14614108661344
2021-12-10,-0.038007495563637
2021-12-09,-0.27735072449125
2021-12-08,-0.17166712799514
2021-12-07,-0.040581718269366
2021-12-06,0.86895600641895
2021-12-05,-0.33324884647252
2021-12-04,0.24842334126268
2021-12-03,-0.082979788043331
2021-12-02,0.012714828053629
2021-12-01,-0.11509856614217
2021-11-30,0.025909355807052
2021-11-29,0.29203132947925
2021-11-28,0.10808112341693
2021-11-27,-0.42235415085958
2021-11-26,-0.045788911315498
2021-11-25,0.075567095431804
2021-11-24,0.1170127099933
2021-11-23,0.010938803589767
2021-11-22,0.20887559324799
2021-11-21,0.022519105975986
2021-11-20,-0.23852881659166
2021-11-19,-0.16307325592198
2021-11-18,-0.10974354169582
2021-11-17,-0.48970800223609
2021-11-16,1.7756061813963
2021-11-15,0.4390590065103
2021-11-14,-0.085885139540651
2021-11-13,-0.17758665031986
2021-11-12,0.04177522376265
2021-11-11,-0.16049598014174
2021-11-10,-0.066240010446119
2021-11-09,-0.156472985047
2021-11-08,0.69341875072258
2021-11-07,-0.20471442131475
2021-11-06,0.0033229612647579
2021-11-05,0.028751682122047
2021-11-04,0.2378531903827
2021-11-03,-0.035104760543034
2021-11-02,0.08647830456636
2021-11-01,0.22214919348569
2021-10-31,-0.16653041578116
2021-10-30,0.0274594811719
2021-10-29,0.048350558090791
2021-10-28,0.012986294199751
2021-10-27,-0.16883371109677
2021-10-26,0.081271946647795
2021-10-25,0.17092108430612
2021-10-24,0.03302326433432
2021-10-23,-0.23808654117434
2021-10-22,-0.19136539736938
2021-10-21,-0.11150436538559
2021-10-20,-0.55897352620706
2021-10-19,1.7616903919844
2021-10-18,0.24368688757085
2021-10-17,0.10200687767989
2021-10-16,-0.23621827818009
2021-10-15,0.40426852276845
2021-10-14,-0.15827402932343
2021-10-13,-0.072683970705201
2021-10-12,-0.19545254973192
2021-10-11,0.55535725766494
2021-10-10,-0.12199061276848
2021-10-09,-0.20178177007194
2021-10-08,-0.11227342696549
2021-10-07,-0.085362180394893
2021-10-06,0.0062855633553016
2021-10-05,0.31848170997324
2021-10-04,0.040166629432816
2021-10-03,0.11313492888466
2021-10-02,-0.27959321777888
2021-10-01,0.016572049523222
2021-09-30,0.10048335097141
2021-09-29,0.12181033687674
2021-09-28,-0.1667016511718
2021-09-27,0.41227628428317
2021-09-26,-0.42105660885393
